gene	average
SLC2A5	6.233798
PTENP1	4.9755535
CPLX2	4.974126
NKAIN1	4.873828
DDX25	4.3879423
LMO4	7.5729446
BRINP1	4.8871183
PRNP	8.443561
SNHG32	8.468645
VSTM4	5.727024
PTTG1IP	8.845137
ATP5MG	9.405775
PRELID3B	7.7750363
CSNK1D	7.8681602
CYREN	7.0289903
HPN	5.41264
KCNJ9	4.8699007
WDR48	7.36067
FARS2	6.929995
UTP25	6.738989
PRIM2	5.996083
NCKIPSD	6.6021247
MXD3	6.2384624
MAG	4.9210873
SERGEF	6.4290185
GRK2	6.902737
TIMM8B	8.508889
MAPKAPK5-AS1	7.0849333
MC4R	4.457062
TTBK2	6.1735945
AP2B1	7.560378
KLF12	6.9999347
SLC6A15	4.8913465
EMILIN1	5.0835466
TUBB3	8.362442
RPL10A	10.461844
SLAMF7	6.285934
SOX12	5.927634
WAPL	7.6515694
IKZF5	6.6993318
ATP10B	5.635803
ANAPC2	6.276983
GSTA3	4.5542383
VPS4B	7.852622
NAP1L2	5.079463
SLC38A6	6.183043
PNRC1	8.167375
H2AX	7.6432877
AMD1	8.005937
SLC16A1	7.218473
SERPINB4	3.5893953
CDK11A	7.602785
SLC16A3	7.124055
ICE2	6.97432
FABP7	5.085963
FHOD3	5.0359955
TUBGCP5	6.031431
NFASC	5.7620397
AHNAK	8.369482
KCNC1	4.525409
STARD3	6.1407638
ACTL6B	4.653595
EFR3A	8.217109
ZFC3H1	7.5252876
TARDBP	8.417727
TCF20	7.1971846
NDRG1	8.096335
KDM4D	4.982836
PTCH1	6.535362
BBIP1	7.9352965
KLRF1	4.9128084
CLDND1	7.900816
GIMAP4	5.916217
SCN3A	4.4170456
FLT3	5.195469
NEDD9	7.2687483
GNE	6.906208
IL2RB	6.370728
SGCE	6.3108096
IL24	5.0462217
EMC1	6.823236
MRPS7	7.392885
C8orf44	5.1604123
SFRP5	4.7062473
NDUFA1	8.915534
EFL1	6.726945
ARL3	7.4041643
GPI	8.263704
TXNL1	8.863954
SENP7	6.351271
HOXA2	4.526214
GPBP1L1	7.7175975
JAK2	6.298111
PREB	7.123928
POLA2	6.4206977
KCNJ2	6.115994
UROS	6.948915
OAT	8.442762
BAG5	7.8228846
TAPBP	8.197739
DHRS11	5.7651877
GNA13	8.838365
GSTT2	4.864826
PRDM5	5.0631785
DENND4C	7.5487337
CHMP1A	7.2467923
PPP4R3A	7.47175
DPYSL2	8.196515
ZNF212	6.78278
ANKRD28	7.833271
FERMT2	6.973982
UBAP2	7.6184797
UNC119B	7.4507923
MAP3K3	7.101755
ZNF280B	5.7358594
UCHL3	7.6403065
ANKRD36	6.072064
SAC3D1	6.780168
CCDC102B	3.9533682
PELI2	6.365993
LMOD1	5.3716445
MCAT	6.3837643
BSPRY	5.963129
RMI1	6.8631854
C12orf43	6.450841
ZBTB44	8.006696
ALDH1A2	5.343914
ABCB7	6.9956355
RAMP1	6.1991425
TALDO1	8.933993
SSR3	8.420202
SCML1	6.5870156
MTMR9	7.05468
ASB7	6.7556343
AKR7A3	6.4772162
BTAF1	7.4441633
FBXL18	6.35857
RAF1	7.8216753
SLC6A14	4.1871114
PLCG2	7.0575523
UBR2	7.6192727
MAPK11	5.833911
SMIM8	6.11641
GAL3ST4	6.1013074
ZNF235	5.493102
ECHS1	8.3202715
FAM50A	7.3738046
TRAF6	6.540976
MAP6D1	5.959177
PPP2R2A	7.901325
POGK	7.4128857
DLG4	5.435705
MEPCE	7.3170977
DONSON	6.621345
EEF1E1	7.4057226
SDAD1	7.4301543
RFX3	6.2213745
EPHA1	5.7638583
TMX2	7.964881
ANO2	4.6918464
ARHGAP17	7.364084
FOXL2	4.224668
ZNF211	6.4127216
PTMA	9.799995
KRT17	6.4640284
TGFBR3	6.8838854
KLF3-AS1	5.302268
CCS	6.7539163
KIAA1549L	5.2661147
ATAD3A	6.697857
ZC3H12A	6.215783
PPP1R12A	7.9802456
GTF2F1	7.1013584
OSTF1	7.0759983
G0S2	6.753682
TIMM50	7.2700477
GTF3A	8.97447
P2RX1	5.883723
SORL1	7.9121056
RNF125	6.431785
PPP1R3C	5.8919134
PPP1R1A	5.3114204
AKR1C2	6.950176
HS1BP3	6.6908917
LRRK1	5.974361
ZFYVE9	6.138207
TERF1	7.3275013
MZT2A	8.0489855
TMEM231	5.944017
SRR	6.3802476
MATN2	6.024788
SLC22A17	5.5549426
SEMA4F	6.1134195
SON	8.888396
DAPK3	6.241737
MRGBP	6.4862185
INTS7	6.456729
ARHGAP10	6.1690917
ATP5F1B	9.163344
MFNG	6.624232
CIDEC	5.8201075
PRR36	4.681635
RNFT2	5.761329
ABCA3	5.82323
TMED9	8.774556
HAUS3	6.700657
AP3B1	7.270644
GJC2	5.390018
KCNK5	5.590372
TXNRD3	5.549548
BUD31	7.977575
TMEM185B	6.59423
P3H2	5.9019446
MFN2	7.443232
ALAD	7.0229583
DCN	7.1259108
SSX7	3.9590535
RIC8B	6.2857695
ARPC4	7.87438
ABHD11	6.9251924
CS	8.455683
ADGRL1	6.386153
NALF2	5.146434
TOM1L2	6.5634646
ATF4	9.10522
GTF2IRD1	6.5393686
CAPRIN2	7.0172215
AP3D1	8.157315
NSL1	7.79386
KDM8	5.7305646
STAM2	7.230453
NME7	7.7207556
DST	7.5954285
ARK2N	7.396997
TRIM29	6.1153464
TRPM1	4.1979795
PRDX2	8.794893
ERI2	6.618547
PPP1R8	7.680506
MAP3K12	6.757521
HUWE1	10.437513
KREMEN2	5.366063
HBQ1	4.743407
BCL6	8.013699
ACVRL1	5.564625
ARHGAP45	7.0876455
SYNPO	6.4853754
SUV39H2	6.4025292
EHD3	6.405466
EPB41L4B	6.57311
ADNP	8.152091
GOLGA7	8.368454
CEP70	6.379886
NDST3	4.056194
DAAM2	5.717482
SSPN	6.2256956
RASSF8	5.9554667
IST1	8.358423
AKTIP	6.998577
MRPS31	7.549947
STARD13	5.8363943
MRPS18A	7.169217
UAP1L1	5.6977677
NDUFV2	8.268113
HSP90AB1	9.376522
IQCE	6.1119637
CX3CL1	5.7502527
ADIPOQ	4.318611
GLRX3	7.874255
PMVK	7.1301494
TFB1M	6.8786016
SLC30A9	7.732005
RNF138	7.8610997
STK24	9.115163
EVI5	6.790787
GCKR	4.7542386
INVS	6.151329
EIF3L	9.680503
RNF220	7.1722827
HK2	7.3295584
RPL19	10.11225
ART3	3.9906006
DENR	8.518771
GLYAT	5.1245894
OGDHL	4.879327
DUS1L	7.375979
NDUFA10	7.994847
GALNT14	5.8315735
TENT5C	7.0411544
OLIG2	4.7853074
IL1A	5.534759
KBTBD4	6.9632707
RAD1	7.3466334
COX17	7.9110155
HSPG2	6.554736
HLA-A	9.85459
ZKSCAN5	6.219009
NRGN	6.0332675
COLEC12	5.745568
FAM234B	6.247167
TOX4	7.4914017
BAG1	7.7993464
SFSWAP	7.349341
TBC1D16	6.5746555
LHPP	6.0276384
BPGM	6.6627045
H2AC6	7.7116866
TNFRSF25	6.1736994
CP	5.72903
NPY1R	4.284005
SAP30L	7.273575
BIK	6.1292415
PSMC3IP	6.786212
NPIPA1	8.295981
SAMD9	6.7320614
BNC2	5.82066
PRSS8	5.43623
FBXO5	6.572007
FRG1	7.662798
CYB5R3	8.580597
GAMT	6.557305
MAST4	7.091222
ALS2CL	6.3132763
PELI1	7.620299
COX5A	9.159946
DCTN5	7.2109623
TOB2	7.4300113
TEX2	6.9187474
NTRK2	5.770323
FXYD7	4.784559
CCK	4.621506
LIMA1	7.584702
LMTK2	6.725632
REC8	6.3807225
INSM1	3.9896233
LIF	5.518502
PGF	7.907637
PTGES3	9.370803
SLC19A2	6.674752
C4BPA	5.3935313
PLAT	5.6859264
B3GAT1	5.0897765
SPTB	5.7246532
PRDX3	8.560073
PRKD3	7.3611193
NDP	4.2588086
CYP3A5	5.551493
CCN4	5.2540107
MTF1	7.0256314
IQCG	5.814092
IL17B	4.342766
SNX2	7.9033456
HNRNPUL1	7.9723067
CAPN15	6.049215
MIEF1	7.425737
CDIP1	6.531269
FGGY	6.0057826
ALOXE3	5.2270565
ALDH1A1	6.139629
ZFHX3	6.9483433
TCF12	7.8015866
DNAJB14	7.4579964
MCCC1	7.111181
COL3A1	7.019208
CPT1A	7.377809
GFPT2	5.6295886
MAP3K6	5.908149
FYB1	6.732247
SEC23A	7.8202124
ASCC2	6.679803
DSC2	6.8263416
GZMM	5.1941385
MLPH	6.6700587
ITCH	6.999756
HAS2	5.034001
BST2	7.019175
AKR1A1	8.138183
FKBP5	8.197129
RDH11	8.095021
SRPRB	7.9238906
CSTF2	6.6856136
DESI1	6.9455204
NAIP	6.383001
GRK6	7.0969114
DTWD1	6.725276
MOAP1	7.7131677
HIKESHI	7.7908287
SNRPD3	8.5101
HEMK1	6.7350907
GPHN	6.371869
C22orf46P	5.19662
LGR4	6.460322
CSNK1G3	7.285253
BRD8	7.802266
RACK1	9.976956
FAM149A	5.397025
CNGA1	4.867454
SIL1	6.7881727
PTGER3	5.755781
PITRM1	7.346965
FZD6	6.385803
WDR4	6.7421503
FOXM1	5.9968076
TDP2	8.1316395
SLC6A8	6.861407
KRT16	4.832191
DUOX1	5.4165335
STAG2	8.498175
KLHDC3	7.074094
CA12	6.8275013
BLTP1	7.6922383
NSUN5	7.668915
BCHE	4.5534773
P2RY2	5.095847
CSF1R	6.339182
MDK	6.344295
CD247	5.747372
PAK5	4.950859
ATP11A	7.33897
PADI2	6.556722
PRLR	5.838271
RELN	5.487624
SEC14L5	5.094567
L2HGDH	5.667296
ZNHIT2	5.7147503
MYBPC1	4.5785956
CHRDL1	5.5327992
BTBD8	5.1602645
PDE4B	6.962986
EFNA3	5.6569443
GTPBP3	7.0916224
PRX	5.632955
MCM5	7.165347
WNT5B	5.468452
RIPOR2	6.459596
MORC3	7.2023225
PKD2	6.7109966
ZNF385D	5.1326013
ZNF74	5.730688
SLC15A3	6.062009
RPS12	10.330607
CREBL2	7.8288608
GTF2H4	6.0842443
CXCL9	5.691296
MMUT	7.5392284
UPP1	6.6323485
HSD17B4	8.124811
MZF1	7.056272
ANKMY1	5.5475216
SIM1	4.7948346
TTF1	7.12844
POLR2B	8.709386
KLHL26	5.6839037
CEP170B	6.513249
PEX14	6.803447
CHD9	7.870889
GON4L	7.1192646
ATP8A1	6.689983
FCGR3B	6.015067
PEG10	6.178666
EIF2AK2	7.802766
CLCF1	5.917506
EEF2	9.921073
SLC1A6	4.923187
DHRS3	6.785408
SKIC3	7.585032
AGPAT5	7.3963785
TMEM43	7.684702
E2F3	7.360201
BRAP	6.9906807
ADAMTS1	6.05397
IRAK3	5.9528775
EEF1AKMT3	6.0254207
TUBB4B	8.764217
MOG	5.0311794
IBTK	7.498437
GPRASP1	5.836707
COL4A3	5.4800563
NCOA6	7.6120696
DBP	6.1028967
HNRNPAB	8.703302
DOCK10	6.3982234
WIF1	4.492999
RNF187	7.9183617
ISLR	5.3201127
MEOX2	4.0961804
GDAP1	6.1824
MRPS33	7.783592
RAPSN	4.3509555
APAF1	6.740412
CHL1	4.8343725
ARHGAP19	6.658403
FBN2	5.70863
TP73	5.4279957
B3GNT2	7.5677505
GATAD2A	7.9048753
WDR1	8.747576
SPOCK2	6.675907
ADSS2	7.5245957
PPP6C	8.439721
NIPSNAP2	8.000048
PNPO	7.153672
OCRL	6.470579
TTC12	5.9419365
NIPSNAP3B	5.35194
SNRPD2	9.118049
LRRFIP2	7.128482
PIR	5.8575554
HCLS1	7.264461
ADSL	8.04687
CDH11	6.475327
DNAH7	5.448458
GRM3	4.417208
GGT5	5.0085263
FNBP1L	6.660649
GINS2	6.8075914
SMARCC2	7.3675632
DIAPH1	7.8627687
CD74	8.564771
IFNAR2	7.377515
SAFB2	7.468253
PEMT	6.5117464
NAAA	7.1451993
SCFD1	7.604577
FNTA	8.738347
EOLA2-DT	5.507267
HERC3	5.551841
MIS18BP1	6.8192096
EIF5A	8.099672
USP9X	8.499564
BFAR	7.2218723
POMT2	6.2358217
TMEM100	4.6945586
PRKAA1	7.0009675
PDGFC	7.00804
CAMK1	5.9910583
PNMT	5.311874
DUS2	6.5897145
GSTO1	8.696015
EFHC1	6.790385
USO1	8.122008
HNRNPD	9.200218
TFPT	6.45586
EEF1B2	9.697161
NHLRC2	6.5335183
TBX5	5.3530455
EMC8	7.6723723
ZBTB32	4.512875
TTF2	6.0908914
EMC6	7.4091573
SH3BP2	6.842397
MYO1C	7.539842
MTHFS	6.8956685
CDC16	8.066977
AMPD2	7.120094
VDAC3	9.065082
AHCYL1	8.477458
IMPDH1	6.7345614
MAP4K1	6.2415533
TANC2	6.336761
BTN2A1	7.198327
TGOLN2	8.856324
TOM1L1	6.245032
HNRNPM	8.949154
EEA1	7.251598
FOLR3	5.217617
EIF2B2	7.2653933
ELOC	8.566415
TXLNG	7.222508
SRSF11	8.944532
SPRY2	6.426517
ABCB1	5.412574
CEP63	7.052571
LSAMP	5.497166
BDH2	7.3934603
KXD1	7.388635
WNT4	5.139969
FAM53C	7.4675546
SLC5A1	5.19589
NANS	7.768418
AGFG2	6.23679
CYB5R4	6.8984694
GLT8D1	7.711099
PRKCI	7.822463
SEPTIN7	9.054153
TNNT2	5.2651324
NFE2L1	8.105812
TNFAIP3	7.751715
TBCE	7.3045645
CCDC134	6.3577504
SREK1	7.884792
PLEKHG3	6.2214437
CDH6	5.7261605
MSL1	8.19069
PPAT	6.878169
PPP1R17	5.088547
GOLGA4	7.665125
CLEC1A	5.0747614
NFKB1	7.2168546
TMEM127	7.393457
SLCO1A2	4.5781345
PCIF1	6.6458077
RARB	5.739032
RNF130	7.86237
CALCRL	5.4168086
DCAF6	7.6140547
S100A14	5.975874
EHBP1	7.367142
FAP	5.217442
SRGN	8.602577
SNRNP35	6.814022
ZNF83	6.6973786
PSD3	6.426592
PPP1R7	7.834911
ZMYND10	5.306323
TIE1	4.982374
CD2	6.171251
PFKFB3	7.7050114
RAB33B	6.3821883
DPF3	5.5684543
PCSK2	4.712436
CYBA	8.052399
SLC11A1	6.6830854
PLEK	6.939576
CENPC	6.290965
BST1	5.3934007
SCG2	4.8159094
HJURP	6.017295
RUNDC3B	5.0052266
VRK2	7.120142
AADAC	4.5936575
RTF2	7.955852
NAT10	7.1266203
SUCLG1	8.450681
ERI3	6.163369
GPX1	8.784847
NES	6.062543
KLK13	5.325051
LRRN3	5.675705
C3orf18	5.795471
SFXN1	7.1230226
CDK14	7.045926
PREP	7.0334954
ZNF839	6.2277303
GAD2	5.0455976
ZNF668	5.492618
GYS2	3.2699919
CLDN7	5.8690705
LINC01260	5.3757453
TGFBI	7.7224674
CNN3	6.5098605
TBC1D8B	5.644644
PRKAR2B	6.553029
ANK1	5.9749446
ETV3	7.524998
OPTN	7.7356896
SERTAD2	7.788445
DOCK9	6.979824
PIEZO2	5.664963
RPL10	10.141154
WT1	4.964249
MRPL35	7.187452
CDCA8	6.16416
RPL18	9.979733
ARHGAP32	6.3149037
LOC202181	5.5666633
RHOG	7.586069
NSG1	6.1248856
OSBP2	5.9121046
CEP72	5.971893
CHD3	6.8054233
ASH1L	7.935464
COBL	5.6234703
ZFP30	5.739473
TECR	7.640451
FAXDC2	7.3791456
CTAGE9	6.1995625
VAC14	6.2880163
SLC6A11	5.421002
MYOZ1	5.1034102
ABCB9	5.6999717
CFAP74	5.596762
KCNE4	5.2387066
ANTXR1	7.090439
PSMB5	8.04098
CD226	4.5852804
PNN	9.214604
MIR9-1HG	6.0155144
SOX21	4.24696
THBD	6.2675056
LIMK1	6.021757
PTER	6.8121467
LGALSL	7.0071707
POU3F2	4.917974
SPART	7.0417194
SLCO3A1	6.6907125
PDK4	6.467644
ATAD2B	6.615263
DDO	5.373935
INPP5F	6.8744154
MCM7	7.636614
TGFBRAP1	6.864704
MT1M	4.800443
AURKAIP1	8.370814
NARS2	6.984788
SSBP1	8.6588745
HAPLN2	4.6778665
UFL1	7.520901
HOXC6	5.954303
PPM1A	8.025642
CDH9	3.7656934
ASNSD1	7.739339
SPRING1	7.595894
KRT7	6.5570703
TMEM80	6.807143
NEK11	5.7592454
ABCA6	4.628722
SEMA4D	6.995515
VSIG4	5.7215858
PLPPR1	4.662958
CDIPT	8.475965
GRIK1	4.95287
CD27	6.1640983
DCLRE1C	7.2748528
H3-3B	9.839202
NID1	6.576154
SYT17	5.7737346
ITGB7	6.167761
SYNJ1	6.653573
NDUFA4L2	5.5010757
MLXIPL	5.3684063
HTR2B	4.4708543
B4GALT2	6.1948843
GMFG	7.0916314
TBC1D13	6.761144
CDK17	7.7323813
ZNF273	6.0497675
EMC7	8.21986
GRIN2C	5.7080364
CTSF	6.480122
TMPO	8.1191025
ALDH6A1	7.254137
KCNK10	5.301423
EOLA2	7.418262
JHY	5.1352386
UBE2M	7.0589967
TFEB	6.6723714
FAM131B	4.8104486
TNFRSF11B	5.1057205
RGS5	6.788603
TMEM39B	6.147542
ROM1	5.179167
ARPC1B	8.337847
CERS2	8.005462
UCP3	5.4088225
LTN1	7.5111537
ARMH3	6.661979
CD79A	6.462145
ZNF106	7.5439105
HEXB	8.459674
SMAD6	6.0944676
NRXN3	5.5280714
MCF2	4.8729305
OR7E14P	4.824098
PSD4	6.441713
KLRD1	5.581357
IL10	4.264406
PYGB	6.911075
BFSP1	4.8439226
UNG	7.1508217
ILF3	8.059176
ZNF446	6.075548
RANBP1	8.120865
RASL10A	5.522449
ZNF3	6.7038283
CTF1	4.933647
CEP135	6.4060345
SLC16A4	4.994616
FIRRM	5.5102744
DDI2	7.3365283
NHERF1	7.3935943
KYNU	6.8420796
SKAP2	7.87806
STEAP4	6.3293333
AKAP3	4.337995
TCN1	5.3743205
RPL27A	10.455488
TSPYL1	8.47799
SEC31A	8.5325775
MRPS27	7.620216
TXNIP	9.1494255
BRSK2	4.8235307
DNAL4	5.9895396
ITGA6	7.353313
PRPF4B	7.805764
HP1BP3	8.797949
KDELR1	8.564775
MMP24	5.655343
CACNA2D3	4.877351
IFRD1	7.7410955
ANKRD49	7.244962
NFE2	4.983909
TRIM22	7.6107497
RCAN3	7.260506
KIAA0930	7.610068
CCL21	5.380047
SETD1B	7.766766
IPO5	7.940641
RECQL	7.759486
CCSER2	7.153353
AGO4	7.1427765
STX17	7.055305
E2F4	7.1425586
NAA10	7.292837
CTDSPL	6.861686
MXD1	7.3048015
PPIB	9.182817
FZD9	4.683834
THNSL2	5.7774086
LYRM4	7.3947816
MAGEF1	6.7622666
C1orf159	5.4076314
PRRC2C	8.994481
SIX1	5.7866473
ZSCAN31	5.4745793
LAMP1	9.669023
CAMLG	7.9333787
SEMA6D	5.8816376
TNFSF14	5.4880924
MAN1C1	6.157908
FES	5.574504
NEMP1	6.8671584
FRMD4A	6.549293
KPNA1	7.4860244
APOBEC3G	7.1251683
MARCHF6	8.440275
MSN	8.623461
GFAP	4.514325
ILVBL	6.931974
LMO3	5.1914377
SNHG20	5.6544704
PDLIM7	6.444177
AMZ2	8.069386
NR4A3	5.8217177
FXYD6	6.1802106
BEX3	8.416159
EIF1AX	8.519964
HNRNPK	9.529092
FAM174B	5.993007
ZNF557	5.467697
PACSIN2	8.213727
JAG1	7.641126
ASIC1	5.4857364
APPL1	6.9847465
CRIM1	7.288933
PRPF40A	8.599781
GCC1	6.895231
NPLOC4	7.364375
DNAJC17	5.8124804
SCAMP1	7.9668493
ACADVL	8.016465
PTEN	8.522794
IFIT3	7.30213
CDH16	4.415719
EPS15	8.061818
MTAP	6.274796
TMOD3	7.554617
NRDE2	5.845421
CSE1L	8.44699
RAB26	5.631246
BRIX1	6.4210777
ZDHHC13	6.69028
ANKRA2	6.9722977
TCN2	5.909678
MSANTD2	6.3714547
IGFBP4	6.6092196
RAB5C	7.421502
TSR2	7.1161976
RPLP2	10.22509
PRKAR1B	5.8918834
SELENOP	7.322789
ANXA2	9.47595
C1QBP	8.392001
BMP7	6.234145
TMEM184B	7.095855
SUGP2	7.4367356
SULF1	6.204928
PDLIM4	6.453041
LOC155060	6.0440187
GANAB	7.8804283
SPSB1	6.003739
DGKG	4.9024334
APRT	7.7887235
NMI	7.7351837
RBBP4	8.230532
BMPR1A	6.7485766
TBX1	5.7600985
USP4	7.937343
PRSS3	5.913196
SLC2A4RG	7.0042467
RPL23A	10.72643
PLEKHG6	5.3407283
MYO7A	5.692569
RHOBTB3	7.420552
PPA1	8.956199
OLFML2B	5.6072326
KCTD9	6.947456
NCR3	5.1895494
NCL	9.048655
TRMT13	6.7689166
POGZ	7.4961267
NCOA2	7.8132343
ACHE	4.8765607
SERPINB8	6.226827
KCNK7	5.1153092
GFOD2	6.228828
NDUFB8	8.828979
KCNAB2	6.562012
ZDHHC14	6.362757
SUPT5H	7.1967382
GLS2	5.2147665
PPP6R3	8.01656
ZNF768	6.2409797
MARS1	8.209837
PHC3	7.9808407
SNF8	7.6211896
TM9SF4	7.102797
CD83	6.9760675
MCL1	9.302166
STX12	7.6568174
RRP1	6.546145
KCNH2	5.9471354
IFIT2	6.860126
RAB8B	7.8774996
SRSF5	8.917223
DIDO1	7.279184
EYA3	7.3205643
RPL36AL	9.222346
OSBPL1A	7.090031
MECP2	6.6924286
CYP4B1	5.3568172
FAT2	4.825313
RETREG1	6.7095547
STK3	7.0707493
PSKH1	6.071847
TOR4A	6.3542223
ANKRD6	5.898635
JADE1	7.295746
TAF1B	6.154317
GRIK4	4.234168
CD33	5.273383
IRF1	7.2593894
AP5Z1	6.479205
CBR4	7.1348786
SH3BGRL3	8.248316
RIGI	7.04607
AATF	7.455942
PXMP4	6.5987644
FTL	10.351717
SP110	7.5113544
SAMHD1	8.123851
KPNA6	7.5097947
ANKMY2	7.344367
GTSE1	7.3440523
RAB6A	8.5316725
PLAGL1	6.8975344
NPTX1	5.3507314
ERN1	7.056652
CUX2	4.906372
ANXA6	7.524803
IDH2	7.8098793
ST3GAL1	6.7995644
HIGD1A	8.803482
ANKEF1	5.566187
PDGFRL	5.2486134
ZNF207	8.698793
USP47	7.9256907
PRMT5	7.498967
PRPS2	7.457562
UST	5.6092854
ARG2	6.406694
CHKB	7.312318
ZNF234	5.5857325
RUFY3	7.285185
CSF2RB	6.5148873
RPS16	10.650522
UCN	4.920349
DTX2	5.680238
KRT6A	4.3057327
PHACTR4	7.5834637
ATP9A	6.9803495
AKR1B10	5.3422594
RGS17	4.791925
PCNP	8.582478
APLP1	5.0721946
CDH20	3.8705614
PPM1B	7.9401026
HNRNPDL	8.953854
AP1S1	6.8799863
COL14A1	5.5083437
NFU1	7.5464835
GATM	6.5892525
GLTP	8.149037
TUBB2B	5.302235
NAALAD2	4.7926226
ZNF606	6.1880546
MTARC1	6.1933637
PSME3IP1	7.711086
SNRPB	8.513011
CEP350	7.7364287
GSN	8.010686
DGCR11	5.6549134
ZNF638	8.020813
USP16	7.834366
ANGEL1	6.663833
GPS1	6.7261667
EPHX2	5.4908257
GBX2	4.1501093
NRDC	8.0582905
MYH7B	4.8902206
MED9	5.981945
SUOX	6.5510473
IL18	5.6220994
TMEM121	5.035714
RAD23B	8.636946
HERC2	7.0161457
PARP16	6.422542
IFT81	6.148548
C1orf21	6.9148564
SZRD1	7.345969
ENTPD3	5.081485
GPATCH2L	6.791966
SEH1L	7.8820124
EIF3K	9.078499
SMPDL3A	6.5858245
RPAP1	6.2233114
FAU	9.825649
RECK	7.26232
ZDHHC8BP	4.748417
TPST1	6.184533
RAPGEF3	5.617116
SP4	7.1388717
SLC25A17	6.741615
GLUL	9.253731
TSPAN9	6.4867268
THOP1	6.0158935
ZNF711	5.897119
BIN1	7.145672
ARHGAP6	5.5249496
C2orf72	6.057216
MTSS1	7.676583
TPST2	7.444194
TIGAR	6.8874073
AGAP1	6.4004955
TTLL12	7.165445
SPRY4	5.9345117
CLCN4	5.711997
NLGN4X	5.186168
ATP1B2	5.25609
SCG3	3.4780827
DDAH1	7.3245163
ABCE1	7.735535
PCSK7	6.885792
CREBZF	7.2599945
KDM1A	7.2902355
SH2D1A	5.8017263
ZNF202	6.2842083
SCARF1	5.88088
NTHL1	6.1762285
PKM	8.270608
RPL31	10.376136
CRY1	7.098392
HIC1	5.578062
ACTR3	9.524934
SLC25A16	7.793818
FCN3	4.8763175
GDF10	4.0343513
BAK1	6.3776875
TREX2	4.0027742
PIK3C2A	7.760727
BCS1L	6.9439974
UPF3B	7.191384
CDHR1	5.0352783
PMPCA	7.2268515
STMN4	5.3207526
POMT1	6.115579
PDE6B	5.415276
RRN3	7.1092157
ABCG1	6.677685
CGREF1	4.8750153
TM4SF5	4.7596183
ANKRD1	4.186924
BMS1	7.143778
PPP1R13L	5.9628296
COX5B	9.10997
PTCH2	4.6663723
HNRNPH3	8.501162
FOXP3	5.4081492
MGP	6.126259
PPT1	8.641361
ASXL2	7.8105597
C1S	6.5495505
DUSP13B	5.2275043
KRBOX4	6.3988323
RPL11	9.803895
AARSD1	6.4889913
TJP2	7.38279
SNAP29	7.13527
TRIM5	6.5797234
COL21A1	4.853396
ATP6V1B2	7.8989387
UBE2D4	7.1142035
PANK4	6.6204233
RUSC2	5.7824116
DSP	6.731896
RBM12B	6.4046345
NUDT6	6.157279
HLF	5.367969
STOML2	7.527668
PRKDC	7.729794
PRKAB2	7.004193
KCTD14	5.156184
HIVEP2	6.9933763
YWHAB	9.586533
FAM13A	7.270194
SLC7A10	4.4824967
ZBTB16	5.7229533
EIF2AK3	7.3263745
ECI2	7.338228
POR	6.567068
ZSCAN32	6.514851
RPGR	5.973727
EWSR1	8.207292
EFCAB2	6.0814037
PDCD6IP	8.298612
METTL2B	5.338195
PDZD7	4.8061495
HRK	5.381463
CDH2	6.150731
DAZAP2	9.371128
ANKS1A	7.0956855
DSC1	3.9066296
RBM4	7.0090423
HEG1	7.076931
ABCC1	7.6357174
TMEM131	7.753655
SEPTIN4	5.5302935
SLC30A5	7.4941454
STX10	7.0113435
INTS8	7.6486907
RPL29	9.88765
TOLLIP	6.702691
NUP58	7.1548376
CALCOCO1	6.912458
AZGP1P1	4.283984
DZANK1	5.6534758
RAB20	6.8445954
NEIL3	5.273218
TMEM59	8.934791
TRIM37	7.5009418
KCNMB2	4.8471227
TNFSF13	6.5751147
WASF1	6.3139105
CTCF	7.7497244
MID1IP1	6.9994073
ORC6	6.988764
SDHA	8.02684
UBE2O	6.302043
SPINK5	5.017333
AGAP2	5.745203
CDK16	6.991562
MAVS	7.30638
EBLN2	6.1586876
KDM4A	6.6834254
RAB1B	7.64412
MAP4K5	7.0932336
ASL	6.819968
OMG	4.9935727
COG5	7.3279233
PKP4	7.4245915
DAP	7.396005
NPM3	6.4993896
ZNF34	5.618407
CELF3	5.4864817
RREB1	7.7993245
ASTE1	6.1646624
NF1	7.0339603
TTC1	7.386222
LBH	7.019813
SF3B4	7.3681874
TPRA1	6.0904794
EXOSC5	6.6109924
CLIC1	9.071078
NCBP3	6.8688073
DIXDC1	6.23342
MMP17	5.2229314
EZH1	7.2243047
TBC1D10B	6.856469
PLTP	6.2583237
GPSM2	6.897439
DEAF1	6.209457
MICU1	7.2067137
DPP3	7.1579986
ITPKA	4.72998
MCF2L	6.525291
MCTP1	6.2271056
MTSS2	5.6576962
ZNF136	6.355917
PDE10A	5.215579
SFRP4	5.356551
WDR55	6.7842216
NDNF	5.34614
GPR107	6.9145594
RYK	7.652429
RLF	6.8949113
ZAP70	5.6600804
CSRP2	6.9702945
LY6H	4.681692
ELF3	6.473045
LZTR1	6.5450273
DPAGT1	7.041039
IRF9	7.5326595
EIF4A1	9.4216795
PDK2	6.2230463
RAMP2	5.0877304
MRPL48	7.235798
FOXN3	7.9975004
PSMD8	8.176419
RBMX2	6.899359
TSPAN12	6.1313763
CAPN7	7.0804405
DEK	8.663406
RAB1A	9.362511
STAT2	8.178666
LAPTM4B	8.335123
FBXO34	7.3882976
STOML1	6.44032
